0	0.984182	1.02118	48015.6
1	1.00736	1.01873	38675.9
2	0.99292	1.02059	44432.8
3	1.0104	1.0187	52443.4
4	1.02046	1.02061	56388.4
5	0.980814	1.01616	52035.2
6	0.989187	1.02666	62503.7
7	0.992498	1.02189	47137.2
8	1.01177	1.02384	47433.8
9	0.996584	1.02409	52462.7
10	0.995024	1.01989	51953.7
11	0.992009	1.02376	58320.5
12	1.01653	1.02212	42708.4
13	1.02236	1.02758	52006.8
14	1.02339	1.02267	47320.1
15	0.991738	1.01935	40885.8
16	0.99406	1.01967	47074.8
17	0.989506	1.02598	46322.1
18	0.986682	1.02395	56051.8
19	1.0269	1.02185	44850.4
20	1.00384	1.02247	50684.1
21	0.995258	1.01995	48926.2
22	0.983279	1.02907	46335.3
23	0.985463	1.02378	49905.2
24	0.987148	1.02502	52552
25	1.01058	1.0278	54151.3
26	0.989379	1.02598	55402.4
27	0.996597	1.02189	42152.2
28	1.01809	1.02626	62309.9
29	1.01094	1.02079	45076.2
30	1.01723	1.02258	61380.9
31	1.01248	1.02607	44549
32	0.993209	1.02879	45909.1
33	1.01128	1.02063	48993.6
34	0.99212	1.02631	52890.1
35	0.997168	1.02629	47008
36	1.01698	1.02544	52310.5
37	1.00483	1.02345	54566.5
38	0.998168	1.02168	55119.9
39	0.981393	1.0289	52608.6
40	1.02227	1.0216	55618
41	0.99417	1.02536	44348
42	1.00565	1.02542	45177.5
43	0.991515	1.02741	44607.7
44	0.999072	1.02389	51881.9
45	0.997233	1.02418	48971.3
46	1.01712	1.02255	48004.4
47	1.00631	1.01956	52890.5
48	0.986664	1.02153	52080.3
49	0.992844	1.02426	47283.4
50	0.991647	1.02215	43423.2
51	1.00682	1.02882	45803.2
52	1.01058	1.02101	48553.5
53	0.991539	1.01764	46612.6
54	0.993124	1.03023	55544.3
55	0.995116	1.02004	39886.8
56	1.00248	1.02103	55276.3
57	1.00753	1.02279	49480.4
58	0.975805	1.02269	55397.2
59	1.01211	1.02671	45744.5
60	0.992071	1.02449	36363.3
61	1.01397	1.02331	48442.8
62	0.987789	1.02362	42510.9
63	1.01639	1.02735	49063.6
64	1.01686	1.03318	41195.3
65	0.988029	1.02336	51134.5
66	0.985718	1.01971	45641.1
67	0.996666	1.02422	46947.5
68	1.00408	1.02311	65667.3
69	0.998553	1.02662	45149.8
70	0.9935	1.02432	51960.4
71	0.995263	1.02591	40386.2
72	1.02775	1.02468	52642.1
73	1.0083	1.0286	48677.7
74	0.992993	1.02733	54406.7
75	1.00902	1.02482	53096.9
76	1.00454	1.02479	47893.4
77	1.00997	1.01654	58003.2
78	1.00606	1.02097	37327.9
79	0.989107	1.02709	54471.9
80	0.984936	1.01516	42934.7
81	1.01219	1.02301	45874.6
82	0.999545	1.02268	53406.8
83	0.987708	1.0226	44237.3
84	1.00984	1.02534	44901.4
85	1.0177	1.02207	49363.5
86	1.00043	1.02419	44035.8
87	0.993107	1.0233	54398.4
88	1.00874	1.02759	57701.4
89	1.00093	1.01958	47515
90	0.979157	1.02567	44095.1
91	1.02414	1.02696	43481.8
92	0.988896	1.02035	57301.4
93	0.972584	1.01575	44286.7
94	0.991837	1.01851	57249.6
95	1.00248	1.02245	49562.3
96	0.998009	1.0277	44970.5
97	0.99285	1.02216	37289.5
98	1.00479	1.02111	51297.7
99	0.987409	1.02694	50304.9
100	0.98761	1.02253	54049.1
101	0.996791	1.02724	45960.6
102	1.01546	1.02391	51279.8
103	1.01219	1.02231	47328.8
104	0.995867	1.0266	47835.2
105	1.00098	1.02939	51032.1
106	0.990965	1.02012	47674.1
107	0.986124	1.01964	51498.2
108	1.01188	1.02316	44638.4
109	1.00278	1.02446	49457.6
110	0.985874	1.01938	52551.6
111	1.00625	1.01949	53758
112	0.994037	1.03101	51087.8
113	1.0036	1.02147	48196.3
114	1.00542	1.01976	43192.4
115	0.976683	1.0255	44758.3
116	1.01184	1.02421	50283.4
117	0.985397	1.02139	51840.1
118	0.999041	1.02192	39183.7
119	1.00434	1.01881	43880.7
120	0.984899	1.0197	54367.6
121	0.992102	1.02359	56104.8
122	0.986014	1.02514	59844.8
123	0.995809	1.02458	49875.6
124	1.01436	1.02082	56243
125	0.989043	1.02763	52328.1
126	0.995363	1.02131	52116.8
127	1.00214	1.02705	42858.4
128	0.991791	1.02684	62573.6
129	0.996687	1.02715	54194.4
130	0.983481	1.02429	45355
131	0.992799	1.02683	51592.5
132	0.987025	1.0254	45503.9
133	0.997027	1.02526	50479.6
134	0.990289	1.02494	49681.6
135	1.00422	1.0215	50175.9
136	0.989413	1.02787	43675.5
137	0.990715	1.02038	48237.1
138	0.986362	1.02885	50688.9
139	0.989189	1.02496	46682.2
140	1.01146	1.0285	44331.7
141	0.983253	1.0186	46463
142	1.00543	1.02207	49529.7
143	1.00921	1.02637	52614
144	1.00453	1.02237	48477.9
145	0.989298	1.03102	57493.9
146	0.995862	1.01747	51838
147	1.00505	1.03486	51118.8
148	0.997793	1.02628	50981.9
149	0.990316	1.02578	39557.6
150	1.01009	1.02291	49772.9
151	1.0039	1.02971	54533.6
152	0.99604	1.02871	46002.7
153	1.00377	1.02246	50759.3
154	0.983807	1.02224	58154.6
155	1.01471	1.02198	49015.2
156	1.00696	1.02392	48205.9
157	1.01585	1.0274	50192.7
158	1.01219	1.02796	57889.4
159	0.999162	1.02188	51156.6
160	1.00138	1.0177	52867.6
161	1.0054	1.02166	39977.6
162	0.992291	1.02492	50793.5
163	0.985489	1.02693	46881.3
164	0.998695	1.01875	53611.7
165	1.00352	1.02744	49225.5
166	0.997642	1.02737	52185.4
167	0.993342	1.02602	43100.5
