0	1.00009
1	1.00345
2	1.00449
3	1.00485
4	1.00226
5	0.999491
6	1.00139
7	1.00189
8	1.00458
9	1.00103
10	1.00014
11	1.00375
12	1.00235
13	1.00084
14	1.00102
15	1.00446
16	1.00276
17	0.99917
18	0.999811
19	1.00271
20	1.00223
21	1.00408
22	1.00434
23	1.0034
24	1.00412
25	1.00279
26	1.00347
27	1.00183
28	1.00103
29	0.999672
30	1.00025
31	1.00179
32	1.00321
33	1.0019
34	1.0045
35	1.0028
36	1.00312
37	1.00055
38	1.00156
39	1.00138
40	1.00228
41	1.00344
42	1.00417
43	1.00135
44	1.0017
45	1.00337
46	1.0041
47	1.00151
48	1.00143
49	1.00358
50	1.001
51	1.00083
52	1.00391
53	1.00089
54	1.00188
55	1.00308
56	1.00212
57	1.00355
58	1.00405
59	1.00279
60	1.00576
61	1.00215
62	1.00222
63	1.00421
64	1.00082
65	1.0034
66	1.00312
67	1.00139
68	1.00467
69	1.00431
70	1.00261
71	1.00208
72	1.00058
73	1.00221
74	1.00412
75	1.00264
76	1.00519
77	1.00194
78	1.00156
79	1.00517
80	1.00228
81	1.0028
82	1.00458
83	1.0037
84	1.00193
85	1.00476
86	1.00552
87	1.00121
88	1.00191
89	1.00305
90	1.00335
91	1.00561
92	1.00039
93	1.00031
94	1.00478
95	1.00118
96	1.00459
97	0.999679
98	1.00351
99	0.999541
100	1.00383
101	0.99943
102	1.00331
103	1.00176
104	1.00121
105	1.00267
106	1.0031
107	1.0035
108	1.00395
109	0.998509
110	0.999932
111	1.00378
112	1.00483
113	1.00099
114	1.00238
115	1.00309
116	1.00257
117	1.00253
118	1.00443
119	1.0012
120	1.00452
121	1.00183
122	1.00402
123	1.00235
124	1.00361
125	1.00115
126	1.00206
127	1.00256
128	1.00136
129	1.00264
130	1.00233
131	1.00443
132	1.00492
133	1.00214
134	1.00338
135	1.00293
136	1.00374
137	1.00246
138	1.00405
139	1.00077
140	1.00274
141	0.999524
142	1.0036
143	1.00251
144	1.00271
145	1.00084
146	1.00227
147	1.00151
148	1.004
149	0.99951
150	1.0013
151	1.00196
152	1.00166
153	1.00427
154	0.999651
155	1.00248
156	1.00085
157	1.00141
158	1.00215
159	1.00196
160	1.00041
161	1.00136
162	1.00291
163	1.00315
164	1.00195
165	1.00178
166	1.00341
167	1.00381
168	0.998283
169	1.00067
170	1.00152
171	1.00001
172	1.00359
173	1.00025
174	1.00068
175	1.00304
176	1.00378
177	1.002
178	1.00409
179	1.00278
180	1.00211
181	1.00333
182	1.00264
183	1.00123
184	1.00195
185	1.00046
186	1.00322
187	1.00031
188	1.00295
189	1.00164
190	1.00327
191	1.00275
192	1.00364
193	0.998216
194	1.00365
195	1.00075
196	1.00335
197	1.00163
198	1.00239
199	1.00254
200	1.00108
201	0.999502
202	1.00261
203	1.00513
204	1.00142
205	1.0012
206	1.00336
207	1.00188
208	1.00131
209	1.00305
210	1.0005
211	1.0027
212	1.00328
213	1.00209
214	0.999778
215	1.00419
216	1.00042
217	1.00209
218	1.00305
219	1.0023
220	1.00343
221	1.00172
222	0.999498
223	1.00159
224	1.00275
225	1.00038
226	1.00387
227	1.00422
228	1.00132
229	1.00466
230	1.00099
